"year","state","state_po","total_house","DEMOCRAT_House","OTHER_House","REPUBLICAN_House","LIBERTARIAN_House","total_senate","DEMOCRAT_Senate","LIBERTARIAN_Senate","OTHER_Senate","REPUBLICAN_Senate","total_president","DEMOCRAT_President","LIBERTARIAN_President","OTHER_President","REPUBLICAN_President"
1982,"TEXAS","TX",8523327,66.4,0.88,42.94,1.96,3103167,58.59,0.76,0.15,40.5,0,0,0,0,0
1982,"UTAH","UT",979302,41.6,23.14,63.72,0,530802,41.35,0.19,0.18,58.28,0,0,0,0,0
1982,"VERMONT","VT",824755,23.22,1.68,69.23,0.85,168002,47.23,0.53,1.98,50.27,0,0,0,0,0
1982,"VIRGINIA","VA",4408945,50.09,0.82,55.34,0,1415622,48.8,0,0.01,51.18,0,0,0,0,0
1982,"WASHINGTON","WA",1774123,52.76,2.95,46.19,0,1368476,68.96,0,6.76,24.28,0,0,0,0,0
1982,"WEST VIRGINIA","WV",692653,62.82,0.54,37.04,0,565314,68.49,0,0.75,30.76,0,0,0,0,0
1982,"WISCONSIN","WI",5680503,57.39,0.22,50.78,1.09,1544883,63.65,0.51,1.7,34.14,0,0,0,0,0
1982,"WYOMING","WY",159277,28.91,0,71.09,0,167191,43.34,0,0,56.66,0,0,0,0,0
1982,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"ALABAMA","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"ALASKA","AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"ARIZONA","AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"ARKANSAS","AR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"CALIFORNIA","CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"COLORADO","CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"CONNECTICUT","CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"DELAWARE","DE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"FLORIDA","FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"GEORGIA","GA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"HAWAII","HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"IDAHO","ID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"ILLINOIS","IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"INDIANA","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"IOWA","IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"KANSAS","KS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"KENTUCKY","KY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"LOUISIANA","LA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"MAINE","ME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"MARYLAND","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"MASSACHUSETTS","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"MICHIGAN","MI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"MINNESOTA","MN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"MISSISSIPPI","MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"MISSOURI","MO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"MONTANA","MT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"NEBRASKA","NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"NEVADA","NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"NEW HAMPSHIRE","NH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"NEW JERSEY","NJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"NEW MEXICO","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"NEW YORK","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"NORTH CAROLINA","NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"NORTH DAKOTA","ND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"OHIO","OH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"OKLAHOMA","OK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"OREGON","OR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"PENNSYLVANIA","PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"RHODE ISLAND","RI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"SOUTH CAROLINA","SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"SOUTH DAKOTA","SD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"TENNESSEE","TN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"TEXAS","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"UTAH","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"VERMONT","VT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"VIRGINIA","VA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"WASHINGTON","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"WEST VIRGINIA","WV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"WISCONSIN","WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"WYOMING","WY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,"ALABAMA","AL",2812277,71.55,0.07,49.99,2.23,1371234,62.76,0.89,0,36.35,1441713,38.28,0.66,0.52,60.54
1984,"ALASKA","AK",619311,41.68,1.65,55.02,0,206438,28.49,0,0.35,71.17,207605,29.87,3.07,0.41,66.65
1984,"ARIZONA","AZ",2453727,41.21,3.64,73.33,1.32,0,0,0,0,0,1025897,32.54,1.03,0,66.42
1984,"ARKANSAS","AR",682326,73.68,6.71,41.47,0,875956,57.35,0,0,42.65,884406,38.29,0.25,0.99,60.47
1984,"CALIFORNIA","CA",24485334,50.73,2.93,50.14,2.79,0,0,0,0,0,9505041,41.27,0.53,0.69,57.52
1984,"COLORADO","CO",3976733,41.3,2.79,62.49,1.04,1297809,34.62,0.85,0.28,64.25,1295380,35.12,0.87,0.57,63.44
1984,"CONNECTICUT","CT",2632150,46.62,0.08,53.18,0.29,0,0,0,0,0,1466900,38.83,0,0.44,60.73
1984,"DELAWARE","DE",243014,58.46,0,41.42,0.12,245932,60.11,0,0,39.89,254572,39.93,0.11,0.18,59.78
1984,"FLORIDA","FL",5294152,51.08,0.2,52.5,0,0,0,0,0,0,4180051,34.66,0,0.02,65.32
1984,"GEORGIA","GA",2562676,71.71,0.01,41.29,0,1681344,79.94,0,0,20.06,1776103,39.79,0,0.04,60.17
1984,"HAWAII","HI",275606,82.46,0,14.73,2.81,0,0,0,0,0,335846,43.82,0.65,0.44,55.1
1984,"IDAHO","ID",405075,40.7,0,59.3,0,406168,26,1.82,0,72.19,411144,26.39,0.69,0.56,72.36
1984,"ILLINOIS","IL",13130639,51.7,0.2,50.15,0,4787335,50.07,1.25,0.47,48.21,4819088,43.3,0.21,0.32,56.17
1984,"INDIANA","IN",2393455,46.89,0.4,52.59,0.48,0,0,0,0,0,2233069,37.68,0.3,0.34,61.67
1984,"IOWA","IA",1268608,46.92,0,53.08,0,1292700,55.46,0,0.88,43.66,1319805,45.89,0.14,0.7,53.27
1984,"KANSAS","KS",2208635,43.76,1.42,54.51,0,996729,21.24,0.68,2.1,75.99,1021991,32.6,0.33,0.8,66.27
1984,"KENTUCKY","KY",2655510,55.29,0.59,49.17,0.52,1292407,49.5,0,0.6,49.91,1369345,39.4,0,0.59,60.01
1984,"LOUISIANA","LA",8,100,0,100,0,1,100,0,0,0,1706822,38.18,0.11,0.94,60.77
1984,"MAINE","ME",1336849,29.97,0.54,69.24,0,551406,25.87,0,0.79,73.34,553144,38.78,0,0.38,60.83
1984,"MARYLAND","MD",4274233,63.86,0.22,39.53,0.75,0,0,0,0,0,1675873,47.02,0.34,0.14,52.51
1984,"MASSACHUSETTS","MA",6952513,68.97,0.86,38.57,0,2530471,55.05,0,0.02,44.93,2559383,48.43,0,0.35,51.22
1984,"MICHIGAN","MI",11728426,53.92,0.42,49.53,0.56,3700938,51.77,0.21,0.87,47.16,3801658,40.24,0.26,0.27,59.23
1984,"MINNESOTA","MN",4425432,53.7,0.5,45.67,0,2066143,41.28,0.23,0.42,58.08,2084449,49.72,0.14,0.6,49.54
1984,"MISSISSIPPI","MS",1762122,60.21,5.6,58.75,0,952240,39.06,0,0,60.94,941104,37.42,0.25,0.45,61.88
1984,"MISSOURI","MO",4382433,55.39,0,48.92,1.38,0,0,0,0,0,2122771,39.98,0,0,60.02
1984,"MONTANA","MT",564281,50.55,0,48.2,2.41,379155,56.89,2.41,0,40.7,384377,38.18,1.35,0,60.47
1984,"NEBRASKA","NE",650061,25.78,0.05,74.17,0,639668,51.94,0,0.05,48.02,652090,28.81,0.32,0.32,70.55
1984,"NEVADA","NV",270624,40.41,0,57.34,2.25,0,0,0,0,0,282717,32.42,0.81,0,66.77
1984,"NEW HAMPSHIRE","NH",563383,31.94,0.75,67.2,0.47,384369,40.96,0.28,0,58.75,388904,30.95,0.19,0.2,68.67
1984,"NEW JERSEY","NJ",5154986,50.42,0.54,49.16,0.61,3096456,64.16,0.23,0.73,34.88,3217862,39.2,0.2,0.51,60.09
1984,"NEW MEXICO","NM",843171,40.26,0,58.88,1.26,502634,28.1,0,0,71.9,514370,39.23,0.87,0.2,59.7
1984,"NEW YORK","NY",19632185,49.42,3.15,43.79,3.47,0,0,0,0,0,6806810,44.09,0.18,6.13,49.61
1984,"NORTH CAROLINA","NC",2361128,52.42,0.14,47.57,0,2239051,47.81,0.42,0.11,51.66,2175361,37.89,0.17,0.04,61.9
1984,"NORTH DAKOTA","ND",308729,78.7,0,21.3,0,0,0,0,0,0,308971,33.8,0.23,1.13,64.84
1984,"OHIO","OH",10024889,49.26,2.32,53.8,0,0,0,0,0,0,4563235,40,0.13,1.17,58.7
1984,"OKLAHOMA","OK",1679742,58.11,0,41.23,1.28,1197937,75.64,0.93,0,23.43,1255676,30.67,0.72,0,68.61
1984,"OREGON","OR",1203491,54.43,0.02,45.55,0,1214735,33.43,0,0.04,66.53,1226527,43.74,0,0.35,55.91
1984,"PENNSYLVANIA","PA",11032016,54.31,0.61,47.15,1.48,0,0,0,0,0,4844903,45.99,0.14,0.53,53.34
1984,"RHODE ISLAND","RI",389233,50.08,0,49.92,0,393356,72.66,0,0,27.34,410489,48.02,0.07,0.25,51.67
1984,"SOUTH CAROLINA","SC",2615496,50.73,4.28,53.79,1.47,965130,31.81,1.38,0,66.81,968529,35.57,0.45,0.43,63.55
1984,"SOUTH DAKOTA","SD",316222,57.37,0,42.63,0,315713,25.51,0,0,74.49,317867,36.53,0,0.47,63
1984,"TENNESSEE","TN",3469531,66.34,0.01,55.64,0,1648036,60.72,0,5.49,33.8,1711993,41.57,0.18,0.41,57.84
1984,"TEXAS","TX",9919875,57.58,0.22,55.11,0,5314178,41.45,0,0.01,58.55,5397571,36.11,0,0.28,63.61
1984,"UTAH","UT",1028668,34.64,0.41,64.45,0.61,0,0,0,0,0,629656,24.68,0.39,0.43,74.5
1984,"VERMONT","VT",905188,26.67,1.26,65.41,4.14,0,0,0,0,0,234561,40.81,0.43,0.84,57.92
1984,"VIRGINIA","VA",5558100,52.92,1.6,62.71,0,2007487,29.95,0,0.01,70.05,2146635,37.09,0,0.62,62.29
1984,"WASHINGTON","WA",2486312,55.14,1.75,44.22,1.57,0,0,0,0,0,1874910,42.58,0.47,0.86,56.09
1984,"WEST VIRGINIA","WV",704369,60.94,0,39.06,0,722212,51.82,0,0.46,47.73,735742,44.6,0,0.29,55.11
1984,"WISCONSIN","WI",6958022,49.78,0.27,54.46,0.85,0,0,0,0,0,2211689,45.02,0.22,0.56,54.19
1984,"WYOMING","WY",187904,24.4,0,73.57,2.03,186898,21.68,0,0,78.32,188968,28.24,1.25,0,70.51
1984,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,211288,85.38,0.13,0.75,13.73
1984,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"ALABAMA","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"ALASKA","AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"ARIZONA","AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"ARKANSAS","AR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"CALIFORNIA","CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"COLORADO","CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"CONNECTICUT","CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"DELAWARE","DE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"FLORIDA","FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"GEORGIA","GA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"HAWAII","HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"IDAHO","ID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"ILLINOIS","IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"INDIANA","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"IOWA","IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"KANSAS","KS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"KENTUCKY","KY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"LOUISIANA","LA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"MAINE","ME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"MARYLAND","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"MASSACHUSETTS","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"MICHIGAN","MI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"MINNESOTA","MN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"MISSISSIPPI","MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"MISSOURI","MO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"MONTANA","MT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"NEBRASKA","NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"NEVADA","NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"NEW HAMPSHIRE","NH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"NEW JERSEY","NJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"NEW MEXICO","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"NEW YORK","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"NORTH CAROLINA","NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"NORTH DAKOTA","ND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"OHIO","OH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"OKLAHOMA","OK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"OREGON","OR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"PENNSYLVANIA","PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"RHODE ISLAND","RI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"SOUTH CAROLINA","SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"SOUTH DAKOTA","SD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"TENNESSEE","TN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"TEXAS","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"UTAH","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"VERMONT","VT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"VIRGINIA","VA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"WASHINGTON","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"WEST VIRGINIA","WV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"WISCONSIN","WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"WYOMING","WY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,"ALABAMA","AL",2326541,66.6,0.23,39.12,0,1211897,50.28,0,0,49.72,0,0,0,0,0
1986,"ALASKA","AK",180277,41.08,0.13,56.47,2.32,180801,44.1,1.75,0.13,54.02,0,0,0,0,0
1986,"ARIZONA","AZ",1566405,39.58,3.46,67.18,0,862921,39.51,0,0.01,60.47,0,0,0,0,0
1986,"ARKANSAS","AR",984715,58.09,3.35,40.31,0,695487,62.28,0,0.01,37.72,0,0,0,0,0
1986,"CALIFORNIA","CA",20069909,52.91,2.18,46.99,2.16,7398462,49.29,0.9,1.94,47.87,0,0,0,0,0
1986,"COLORADO","CO",1178788,44.16,1.46,55.61,0,1060765,49.91,0,1.73,48.36,0,0,0,0,0
1986,"CONNECTICUT","CT",1317529,55.63,0.22,44.3,0,976933,64.76,0,0.39,34.85,0,0,0,0,0
1986,"DELAWARE","DE",160757,66.16,0.4,33.45,0,0,0,0,0,0,0,0,0,0,0
1986,"FLORIDA","FL",4284109,57.95,0.6,48.58,0,3429996,54.74,0,0,45.26,0,0,0,0,0
1986,"GEORGIA","GA",2789464,72.76,0.03,38.03,0,1225008,50.91,0,0,49.08,0,0,0,0,0
1986,"HAWAII","HI",331196,56.43,0,40.78,2.79,328797,73.57,0,0,26.43,0,0,0,0,0
1986,"IDAHO","ID",559811,43.44,2.62,55.27,0,382024,48.44,0,0,51.56,0,0,0,0,0
1986,"ILLINOIS","IL",6032300,55.92,1.19,46.17,0,3122883,65.13,0.44,0.69,33.74,0,0,0,0,0
1986,"INDIANA","IN",1673948,50.69,0.34,48.61,0.68,1545563,38.51,0.54,0.38,60.57,0,0,0,0,0
1986,"IOWA","IA",889595,48.11,0.01,51.87,0,891762,33.57,0,0.39,66.04,0,0,0,0,0
1986,"KANSAS","KS",1465474,46.13,0,60.27,0,823566,29.95,0,0,70.05,0,0,0,0,0
1986,"KENTUCKY","KY",1954571,65.4,0.25,49.79,0,677280,74.38,0,0.03,25.59,0,0,0,0,0
1986,"LOUISIANA","LA",589784,73.82,0,51.36,0,1369897,52.82,0,0,47.18,0,0,0,0,0
1986,"MAINE","ME",1072493,39.24,1.1,59.06,0,0,0,0,0,0,0,0,0,0,0
1986,"MARYLAND","MD",1319409,62.9,0,37.1,0,1112637,60.69,0,0,39.31,0,0,0,0,0
1986,"MASSACHUSETTS","MA",4712759,67.41,14.37,38.64,0,0,0,0,0,0,0,0,0,0,0
1986,"MICHIGAN","MI",5099182,57.67,0.29,41.99,0,0,0,0,0,0,0,0,0,0,0
1986,"MINNESOTA","MN",2975142,59.71,0.22,40.04,0,0,0,0,0,0,0,0,0,0,0
1986,"MISSISSIPPI","MS",966551,60.27,0,46.96,0,0,0,0,0,0,0,0,0,0,0
1986,"MISSOURI","MO",2873357,57.93,0,46.09,1.55,1477327,47.36,0,0.01,52.64,0,0,0,0,0
1986,"MONTANA","MT",317862,54.14,0,45.86,0,0,0,0,0,0,0,0,0,0,0
1986,"NEBRASKA","NE",555437,35.41,0.08,64.51,0,0,0,0,0,0,0,0,0,0,0
1986,"NEVADA","NV",371546,47.14,0,52.02,1.88,261932,50,1.87,3.62,44.52,0,0,0,0,0
1986,"NEW HAMPSHIRE","NH",240747,35.09,0.02,64.89,0,244735,32.37,0,4.67,62.96,0,0,0,0,0
1986,"NEW JERSEY","NJ",3758494,52.21,1.9,48.55,0.75,0,0,0,0,0,0,0,0,0,0
1986,"NEW MEXICO","NM",513287,46.37,0.01,53.63,0,0,0,0,0,0,0,0,0,0,0
1986,"NEW YORK","NY",15747924,53.12,3.9,44.46,0,4484859,38.42,0,16.31,45.27,0,0,0,0,0
1986,"NORTH CAROLINA","NC",1572505,56.6,0,43.4,0,1534848,50.88,0,0,49.12,0,0,0,0,0
1986,"NORTH DAKOTA","ND",286361,75.52,1.09,23.39,0,289013,49.8,0,1.13,49.07,0,0,0,0,0
1986,"OHIO","OH",6337914,51.3,4.16,52.24,0,3121189,62.45,0,0,37.55,0,0,0,0,0
1986,"OKLAHOMA","OK",1594052,59.37,2.4,40.15,0,893666,44.79,0,0,55.21,0,0,0,0,0
1986,"OREGON","OR",1031544,56.69,0.03,43.28,0,1042555,36.04,0,1.01,62.95,0,0,0,0,0
1986,"PENNSYLVANIA","PA",6853385,55.34,1.52,54.72,5.18,3378226,42.87,0,0.69,56.44,0,0,0,0,0
1986,"RHODE ISLAND","RI",305663,42.42,0,57.58,0,0,0,0,0,0,0,0,0,0,0
1986,"SOUTH CAROLINA","SC",2184856,63.22,0.25,42.13,0,737962,63.08,0.65,0.65,35.62,0,0,0,0,0
1986,"SOUTH DAKOTA","SD",289723,59.18,0,40.82,0,295830,51.6,0,0,48.4,0,0,0,0,0
1986,"TENNESSEE","TN",3375829,57.58,0.29,45.69,0,0,0,0,0,0,0,0,0,0,0
1986,"TEXAS","TX",6565100,60.08,2.34,53.97,2.03,0,0,0,0,0,0,0,0,0,0
1986,"UTAH","UT",837649,45.87,0.41,53.57,0.93,435111,26.55,0.69,0.45,72.31,0,0,0,0,0
1986,"VERMONT","VT",944770,0,2.72,89.12,0,196532,63.16,0,2.35,34.5,0,0,0,0,0
1986,"VIRGINIA","VA",3166127,55.42,2.34,56.34,0,0,0,0,0,0,0,0,0,0,0
1986,"WASHINGTON","WA",1294836,59.29,0,40.71,0,1337367,50.66,0,0.67,48.67,0,0,0,0,0
1986,"WEST VIRGINIA","WV",700925,75.53,0,31.75,0,0,0,0,0,0,0,0,0,0,0
1986,"WISCONSIN","WI",4425402,56.13,0.51,58.06,0,1483174,47.4,0,1.73,50.88,0,0,0,0,0
1986,"WYOMING","WY",159787,30.53,0,69.47,0,0,0,0,0,0,0,0,0,0,0
1986,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"ALABAMA","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"ALASKA","AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"ARIZONA","AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"ARKANSAS","AR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"CALIFORNIA","CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"COLORADO","CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"CONNECTICUT","CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"DELAWARE","DE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"FLORIDA","FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"GEORGIA","GA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"HAWAII","HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"IDAHO","ID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"ILLINOIS","IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"INDIANA","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"IOWA","IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"KANSAS","KS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"KENTUCKY","KY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"LOUISIANA","LA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"MAINE","ME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"MARYLAND","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"MASSACHUSETTS","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"MICHIGAN","MI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"MINNESOTA","MN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"MISSISSIPPI","MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"MISSOURI","MO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"MONTANA","MT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"NEBRASKA","NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"NEVADA","NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"NEW HAMPSHIRE","NH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"NEW JERSEY","NJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"NEW MEXICO","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"NEW YORK","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"NORTH CAROLINA","NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"NORTH DAKOTA","ND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"OHIO","OH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"OKLAHOMA","OK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"OREGON","OR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"PENNSYLVANIA","PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"RHODE ISLAND","RI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"SOUTH CAROLINA","SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"SOUTH DAKOTA","SD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"TENNESSEE","TN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"TEXAS","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"UTAH","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"VERMONT","VT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"VIRGINIA","VA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"WASHINGTON","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"WEST VIRGINIA","WV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
